name,Control,H3.3 KD1,RefID
Srp14,K4,K4,NM_009273
Srm,K4,K4,NM_009272
Src,K4,K4,NM_009271
Sqle,K4,K4,NM_009270
Yme1l1,K4,K4,NM_013771
Slc25a10,K4,K4,NM_013770
Pld6,K4,K4,NM_183139
Tet3,K4,K4,NM_183138
Gde1,K4,K4,NM_019580
Tepsin,K4,K4,NM_183137
4930451I11Rik,K4,K4,NM_183131
Slc2a2,K4,,NM_031197
Epc1,K4,K4,NM_007935
Eng,K4,K4,NM_007932
Eno3,K4,K4,NM_007933
Enc1,K4,K4,NM_007930
Endog,K4,K4,NM_007931
Pabpc6,K4,K4,NM_001163836
Hspb1,K4,K4,NM_013560
Msl3l2,K4,,NM_001163833
Epha8,K4,K4,NM_007939
Zc3h13,K4,K4,NM_026083
Gprasp1,K4,K4,NM_026081
Mrps24,K4,K4,NM_026080
Nanp,K4,K4,NM_026086
Pbld2,K4,K4,NM_026085
Isoc2a,K4,K4,NM_001101598
Commd1,K4,K4,NM_144514
Kcnh2,K4,K4,NM_013569
Slc12a6,K4,K4,NM_133648
Ppfia1,K4,K4,NM_001033319
Cog7,K4,K4,NM_001033318
Hipk4,K4,K4,NM_001033315
Ccdc61,K4,K4,NM_001033314
Ffar3,K4,K4,NM_001033316
Vsig10,K4,K4,NM_001033311
Cox18,K4,K4,NM_001033310
Pdap1,K4,K4,NM_001033313
Fbxl18,K4,K4,NM_001033312
Tslp,K4,K4,NM_021367
Klf13,K4,K4,NM_021366
Tnfrsf12a,K4,K4,NM_001161746
Calcoco2,K4,K4,NM_001100177
Mtmr2,K4,K4,NR_024025
Stkld1,K4,K4,NM_198628
Mtss2,K4,K4,NM_198625
Xxylt1,K4,K4,NM_198626
H1f10,K4,K4,NM_198622
Rnf14,K4,K4,NM_020012
Fgf21,K4,K4,NM_020013
Cyp51,K4,K4,NM_020010
Sphk2,K4,K4,NM_020011
Entr1,K4,K4,NM_001085407
Entr1,K4,K4,NM_001085408
Steap3,K4,K4,NM_001085409
AI837181,K4,K4,NM_134149
Mob1b,K4,K4,NM_026735
Phf5a,K4,K4,NM_026737
Nedd4l,K4,K4,NM_001114386
Chrdl1,K4,K4,NM_001114385
Ppp1r14a,K4,K4,NM_026731
Cyp26c1,K4,K4,NM_001105201
Trappc2l,K4,K4,NM_021502
Mrpl14,K4,K4,NM_026732
Cdkn1a,K4,K4,NM_001111099
Efcab6,K4,K4,NM_029946
Smpd4,K4,K4,NM_029945
Apex2,K4,K4,NM_029943
Prelid2,K4,K4,NM_029942
Snapc3,K4,K4,NM_029949
Pramef12,K4,K4,NM_029948
Zmym2,K4,K4,NM_029498
Rab30,K4,K4,NM_029494
Urb1,K4,K4,NM_029497
Trappc8,K4,K4,NM_029491
Zdhhc20,K4,K4,NM_029492
Fbxo4,K4,K4,NM_134099
Ncald,K4,K4,NM_134094
Desi1,K4,K4,NM_134095
Tafa5,K4,K4,NM_134096
Topors,K4,K4,NM_134097
Kdelr3,K4,K4,NM_134090
Sgsm3,K4,K4,NM_134091
Mtbp,K4,K4,NM_134092
Letmd1,K4,K4,NM_134093
Gys1,K4,K4,NM_030678
Gpx2,K4,K4,NM_030677
Nr5a2,K4,K4,NM_030676
Krit1,K4,K4,NM_030675
Pelp1,K4,K4,NM_029231
Bcdin3d,K4,K4,NM_029236
Nfam1,K4,K4,NM_028728
Rin2,K4,K4,NM_028724
Sdr42e1,K4,K4,NM_028725
Nol9,K4,K4,NM_028727
Glyr1,K4,K4,NM_028720
Nphp3,K4,K4,NM_028721
Il17re,K4,K4,NM_001034029
Il18r1,K4,K4,NM_001161842
Aifm2,K4,K4,NM_001039194
Gmfg,K4,K4,NM_001039192
Xist,K4,K4,NR_001463
G6bos,K4,K4,NR_001462
Kcnq1ot1,K4,K4,NR_001461
Rmrp,K4,K4,NR_001460
Zfhx2,K4,K4,NM_001039198
Tbx6,K4,K4,NM_011538
Tbx5,K4,K4K27,NM_011537
Tap2,K4,K4,NM_011530
Scoc,K4,K4,NM_019708
Mbtps1,K4,K4,NM_019709
Rnf138,K4,K4,NM_019706
Cdh13,K4,K4,NM_019707
Tmem115,K4,K4,NM_019704
Rbck1,K4,K4,NM_019705
Hbs1l,K4,K4,NM_019702
Pfkp,K4,K4,NM_019703
Pus1,K4,K4,NM_019700
Phax,K4,K4,NM_001162989
Fyb2,K4,K4,NM_001162980
Rorc,K4,K4,NM_011281
Trim10,K4,K4,NM_011280
Rpl10a,K4,K4,NM_011287
Rph3a,K4,K4,NM_011286
Rpgr,K4,K4,NM_011285
Rpa2,K4,K4,NM_011284
Rpl27,K4,K4,NM_011289
Mrpl23,K4,K4,NM_011288
Mbp,K4,K4,NM_001025259
Mbp,K4,K4,NM_001025258
Vegfa,K4,K4,NM_001025257
Mbp,K4,K4,NM_001025256
Mbp,K4,K4,NM_001025255
Mbp,K4,K4,NM_001025254
Mbp,K4,K4,NM_001025251
Vegfa,K4,K4,NM_001025250
Alox15,K4,K4,NM_009660
Alox8,K4,K4,NM_009661
Alox5,K4,K4,NM_009662
Alox5ap,K4,K4,NM_009663
Bin1,K4,K4,NM_009668
Iqcf1,K4,K4,NM_001146701
Echs1,K4,K4,NM_053119
Mamstr,K4,K4,NM_001146704
Nap1l1,K4,K4,NM_001146707
Fas,K4,K4,NM_001146708
Pcdh20,K4,K4,NM_178685
Mapk1ip1l,K4,K4,NM_178684
Glra3,K4,K4,NM_080438
Cep120,K4,K4,NM_178686
Dgkb,K4,K4,NM_178681
Depdc1b,K4,K4,NM_178683
Susd6,K4,K4,NM_178682
Parp16,K4,K4,NM_177460
Stat3,K4,K4,NM_213659
Zmym6,K4,K4,NM_177462
Celsr3,K4,K4,NM_080437
Apoa5,K4,K4,NM_080434
Adcy4,K4,K4,NM_080435
Calcoco2,K4,K4,NM_029755
Agbl5,K4,K4,NM_174849
Fam49a,K4,K4,NM_029758
Serp1,K4,K4,NM_030685
Klf11,K4,K4,NM_178357
Pard6g,K4,K4,NM_053117
Tmem26,K4,K4,NM_177794
Pla2g12a,K4,K4,NM_023196
Mettl24,K4,K4,NM_177793
Zfp385c,K4,,NM_177790
Kctd19,K4,K4,NM_177791
Gna14,K4,K4,NM_008137
Gnl1,K4,K4,NM_008136
Slc6a9,K4,K4,NM_008135
Glud1,K4,K4,NM_008133
Glul,K4,K4,NM_008131
Gnaq,K4,K4,NM_008139
Gnai2,K4,K4,NM_008138
1110059E24Rik,K4,K4,NM_025423
Cox18,K4,K4,NR_028088
Ptpn2,K4,K4,NM_001127177
Ccnq,K4,K4,NM_197989
1190005I06Rik,K4,K4,NM_197988
Cox19,K4,K4,NM_197980
Ddx39,K4,K4,NM_197982
Adipor2,K4,K4,NM_197985
Trim37,K4,K4,NM_197987
Med22,K4,K4,NM_001033908
Mir142,K4,K4,NR_029555
Mir141,K4,K4,NR_029554
Mir145a,K4,K4,NR_029557
Mir144,K4,K4,NR_029556
Mir149,K4,K4,NR_029559
Vps33a,K4,K4,NM_029929
Nectin4,K4,K4,NM_001122680
Uhrf1,K4,K4,NM_001111078
Rpl38,K4,K4,NM_023372
Pin1,K4,K4,NM_023371
Stard5,K4,K4,NM_023377
Sdhb,K4,K4,NM_023374
Rhox6,K4,K4,NM_008955
Pspn,K4,K4,NM_008954
Ptch1,K4,K4K27,NM_008957
Ptbp1,K4,K4,NM_008956
Psmd4,K4,K4,NM_008951
Psmc5,K4,K4,NM_008950
Pipox,K4,K4,NM_008952
Ptdss1,K4,K4,NM_008959
Ptch2,K4,K4,NM_008958
Patj,K4,K4,NM_001005784
Arnt,K4,K4,NM_001037737
Arhgef10,K4,K4,NM_001037736
Lrrc9,K4,K4,NM_001142729
Usp40,K4,K4,NM_001033291
Uap1l1,K4,K4,NM_001033293
Ddx31,K4,K4,NM_001033294
Smim26,K4,K4,NM_001033297
Kiz,K4,K4,NM_001033298
Zfp217,K4,K4,NM_001033299
Zcchc10,K4,K4,NM_026479
U2surp,K4,K4,NM_026476
Sugt1,K4,K4,NM_026474
Nifk,K4,K4,NM_026472
Spata6,K4,K4,NM_026470
Bbs1,K4,K4,NM_001033128
Ift172,K4,K4,NM_026298
Armc12,K4,K4,NM_026290
4930548H24Rik,K4,K4,NM_026296
Vipas39,K4,K4,NM_001142581
Vipas39,K4,K4,NM_001142580
Nipsnap3a,K4,K4,NM_028529
Dcbld2,K4,K4,NM_028523
Phospho2,K4,K4,NM_028521
2610002M06Rik,K4,K4,NM_025921
Thap4,K4,K4,NM_025920
Itpa,K4,K4,NM_025922
Slc19a2,K4,K4,NM_054087
Calcb,K4,,NM_054084
Dnajb4,K4,K4,NM_025926
Pmf1,K4,K4,NM_025928
Pnpla3,K4,K4,NM_054088
Tgs1,K4,K4,NM_054089
Pdia5,K4,K4,NM_028295
Pan3,K4,K4,NM_028291
Ppme1,K4,K4,NM_028292
Cep55,K4,K4,NM_028293
Dcaf1,K4,K4,NM_001015507
Zfp655,K4,K4,NM_028298
Hpf1,K4,K4,NM_028299
Snip1,K4,K4,NM_175246
Zfp28,K4,K4,NM_175247
Hectd3,K4,K4,NM_175244
Mzt1,K4,K4,NM_175245
Ppp1r18,K4,K4,NM_175242
Lpcat4,K4,K4,NM_207206
Mrps26,K4,K4,NM_207207
Msl2,K4,K4,NM_001100451
Fam169a,K4,K4,NM_001100458
Tead1,K4,K4,NM_009346
Syn1,K4,K4,NM_013680
Tbp,K4,K4,NM_013684
Slc25a5,K4,K4,NM_007451
Plppr2,K4,K4,NM_144935
Ythdf3,K4,K4,NM_001145919
Prdx6,K4,K4,NM_007453
Golph3l,K4,K4,NM_146133
Hnrnpa3,K4,K4,NM_146130
Pbxip1,K4,K4,NM_146131
Aph1a,K4,K4,NM_146134
Pias3,K4,K4,NM_146135
Acsf3,K4,K4,NM_144932
Med17,K4,K4,NM_144933
Dst,K4,K4,NM_134448
Snora74a,K4,K4,NR_002905
Snora68,K4,K4,NR_002901
Snora69,K4,K4,NR_002900
Snord61,K4,K4,NR_002903
Snora62,K4,K4,NR_002902
Mlst8,K4,K4,NM_019988
Sh3bgrl,K4,K4,NM_019989
Litaf,K4,K4,NM_019980
Tgm1,K4,K4,NM_019984
Ick,K4,K4,NM_019987
Ercc6l2,K4,K4,NM_001013608
Relch,K4,K4,NM_173187
Fam149a,K4,K4,NM_153535
Csnk1g1,K4,K4,NM_173185
Rln3,K4,K4,NM_173184
Dis3l2,K4,K4,NM_153530
Fndc3b,K4,K4,NM_173182
Zc2hc1a,K4,K4,NM_173181
Pmpca,K4,K4,NM_173180
Tut7,K4,K4,NM_153538
Mcph1,K4,K4,NM_173189
Rbm42,K4,K4,NM_133693
Pold3,K4,K4,NM_133692
Puf60,K4,K4,NM_133691
Fbxl15,K4,K4,NM_133694
Pcnp,K4,K4,NM_001024622
Papss1,K4,K4,NM_011863
Pacsin2,K4,K4,NM_011862
Pacsin1,K4,K4,NM_011861
Pcbp1,K4,K4,NM_011865
Papss2,K4,K4,NM_011864
Med24,K4,K4,NM_011869
Eci2,K4,K4,NM_011868
Sfswap,K4,K4,NM_172276
Snx8,K4,K4,NM_172277
Trafd1,K4,K4,NM_172275
Pars2,K4,K4,NM_172272
Mark4,K4,K4,NM_172279
Eef2kmt,K4,K4,NM_027446
4931428F04Rik,K4,K4,NM_028888
Crtc2,K4,K4,NM_028881
Lrrtm1,K4,K4K27,NM_028880
Meak7,K4,K4,NM_028883
Smchd1,K4,K4,NM_028887
Lrguk,K4,K4,NM_028886
Slc16a6,K4,K4,NM_001029842
Vrk1,K4,K4,NM_001029843
Hap1,K4,K4,NM_177981
Radx,K4,K4,NM_175326
Lca5,K4,K4,NM_027448
Dmc1,K4,K4,NM_010059
Dmwd,K4,K4,NM_010058
Kdm4a,K4,K4,NM_001161823
Pex7,K4,K4,NM_001161825
Mtx1,K4,K4,NM_001161824
Lyrm9,K4,K4,NM_001076681
Agpat3,K4,K4,NM_053014
Mlph,K4,K4,NM_053015
Myof,K4,K4,NM_001099634
Dnah9,K4,K4,NM_001099633
Sh2d5,K4,K4,NM_001099631
Krt42,K4,,NM_212483
Cnot6,K4,K4,NM_212484
Mink1,K4,K4,NM_001045959
Mylk2,K4,K4,NM_001081044
Rasal1,K4,K4,NM_013832
Kat7,K4,K4,NM_177619
Wscd1,K4,K4,NM_177618
Tcf20,K4,K4,NM_013836
Acrbp,K4,K4,NM_016845
Ro60,K4,K4,NM_013835
Cdc34,K4,K4,NM_177613
Ctnna3,K4,K4,NM_177612
Psd4,K4,K4,NM_177611
Ccdc157,K4,K4,NM_177616
Slc26a10,K4,K4,NM_177615
Os9,K4,K4,NM_177614
Cxcl5,K4,K4,NM_009141
Cxcl2,K4,K4,NM_009140
Nptn,K4,K4,NM_009145
Frrs1,K4,K4,NM_009146
Glg1,K4,K4,NM_009149
Exoc4,K4,K4,NM_009148
Pkm,K4,K4,NM_011099
Arf2,K4,K4,NM_007477
Arf1,K4,K4,NM_007476
Rplp0,K4,K4,NM_007475
Arf4,K4,K4,NM_007479
Arf3,K4,K4,NM_007478
Mcts1,K4,K4,NM_026902
Zfp580,K4,K4,NM_026900
Anapc10,K4,K4,NM_026904
Cab39l,K4,K4,NM_026908
Thap7,K4,K4,NM_026909
Vamp2,K4,K4,NM_009497
Vamp1,K4,K4,NM_009496
Banf1,K4,K4,NM_001038231
Anapc11,K4,K4,NM_001038230
Vps51,K4,K4,NM_001081041
Vasp,K4,K4,NM_009499
Vamp3,K4,K4,NM_009498
Gbp7,K4,K4,NM_001083312
Slc35a4,K4,K4,NM_001083317
St7,K4,K4,NM_001083315
Etv3,K4,K4,NM_001083318
Ubp1,K4,K4,NM_001083319
Nck2,K4,K4,NM_010879
Nck1,K4,K4,NM_010878
Ncf2,K4,K4,NM_010877
Ncam1,K4,K4,NM_010875
Nat2,K4,K4,NM_010874
Cpt1c,K4,K4,NM_153679
Ush1c,K4,K4,NM_153677
Il1rap,K4,K4,NM_008364
Irak1,K4,K4,NM_008363
Ccl27a,K4,K4,NM_001164044
Ccl27a,K4,K4,NM_001164045
Smad5,K4,K4,NM_001164042
Csk,K4,K4,NM_007783
Efcab1,K4,K4,NM_025769
Grtp1,K4,K4,NM_025768
4933434E20Rik,K4,K4,NM_025762
Hacd4,K4,K4,NM_025760
Fam187a,K4,K4,NM_025766
Cenpm,K4,K4,NM_001080158
L1td1,K4,K4,NM_001081202
Sbno1,K4,K4,NM_001081203
Dpy19l4,K4,K4,NM_001081201
Smad7,K4,K4,NM_001042660
B3glct,K4,K4,NM_001081204
Nipal1,K4,K4,NM_001081205
Mir23a,K4,K4,NR_029740
Mir24-2,K4,K4,NR_029741
Mir26b,K4,K4,NR_029743
Mir27a,K4,K4,NR_029746
Mir92-2,K4,K4,NR_029748
Mir93,K4,K4,NR_029749
1110006O24Rik,K4,K4,NR_027810
1500011B03Rik,K4,K4,NR_027817
1500011B03Rik,K4,K4,NR_027818
Snhg16,K4,K4,NR_027819
Cryz,K4,K4,NM_009968
Cryab,K4,K4,NM_009964
Cry2,K4,K4,NM_009963
Plekhf1,K4,K4,NM_024413
Stx1b,K4,K4,NM_024414
Sirt2,K4,K4,NM_001122765
Sirt2,K4,K4,NM_001122766
Lrrc8d,K4,K4,NM_001122768
Scrn1,K4,K4,NM_027268
Dnaaf2,K4,K4,NM_027269
Vrk2,K4,K4,NM_027260
Taf1d,K4,K4,NM_027261
Cenps,K4,K4,NM_027263
Zfp715,K4,K4,NM_027264
Trmt10b,K4,K4,NM_027266
Zswim7,K4,K4,NM_027198
Pold4,K4,K4,NM_027196
Tm2d2,K4,K4,NM_027194
Casz1,K4,K4,NM_027195
Ttl,K4,K4,NM_027192
Dph5,K4,K4,NM_027193
Nup37,K4,K4,NM_027191
Gm10069,K4,K4,NR_028592
Gm10069,K4,K4,NR_028593
Morrbid,K4,K4,NR_028590
Morrbid,K4,K4,NR_028591
Retreg1,K4,K4,NM_001034851
Nrxn2,K4,K4,NM_020253
Zfp976,K4,K4,NM_001034857
Gatad2a,K4,K4,NM_001113346
Gatad2a,K4,K4,NM_001113345
Ttc8,K4,K4,NM_198311
Drc3,K4,K4,NM_029044
4930432K21Rik,K4,K4,NM_029045
Cep83os,K4,K4,NR_015524
A730017L22Rik,K4,K4,NR_015523
2810429I04Rik,K4,K4,NR_015522
R74862,K4,K4,NR_015529
BC029722,K4,K4,NR_015528
2810006K23Rik,K4,K4,NM_028310
Ccdc12,K4,K4,NM_028312
Dis3,K4,K4,NM_028315
2700097O09Rik,K4,K4,NM_028314
Zfp444,K4,K4,NM_028316
Zfp518a,K4,K4,NM_028319
Dbr1,K4,K4,NM_031403
Crispld1,K4,K4,NM_031402
Zdhhc16,K4,K4,NM_023740
Slc12a9,K4,K4,NM_031406
Srrt,K4,K4,NM_031405
Actl6b,K4,K4,NM_031404
Ercc6,K4,K4,NM_001081221
Mir339,K4,K4,NR_029768
Gpbp1l1,K4,K4,NM_029868
Zkscan1,K4,K4,NM_029869
Lnx1,K4,K4,NM_001159577
Fip1l1,K4,K4,NM_001159574
Vsir,K4,K4,NM_001159572
Fip1l1,K4,K4,NM_001159573
Cacfd1,K4,K4,NM_029862
Ephb4,K4,K4,NM_001159571
Anxa6,K4,K4,NM_001110211
Gigyf2,K4,K4,NM_001110212
Dclre1c,K4,K4,NM_001110214
Cbx5,K4,K4,NM_001110216
Ltbp4,K4,K4,NM_001113549
Adamtsl5,K4,K4,NM_001113548
Lima1,K4,K4,NM_001113545
Zfp771,K4,K4,NM_177362
Gemin4,K4,K4,NM_177367
Gpr157,K4,K4,NM_177366
Sh3pxd2b,K4,K4,NM_177364
Tmtc2,K4,K4,NM_177368
Fam229b,K4,K4,NM_183254
Ep400,K4,K4,NM_173066
Coq7,K4,K4,NM_009940
Cox5b,K4,K4,NM_009942
Cox7a2,K4,K4,NM_009945
Cox7a1,K4,K4,NM_009944
Cpne6,K4,K4,NM_009947
Cers3,K4,K4,NM_001164201
Plec,K4,K4,NM_001164203
Tsen34,K4,K4,NM_001164204
Tsen34,K4,K4,NM_001164205
Tor1aip2,K4,K4,NM_001160182
Tor1aip2,K4,K4,NM_001160181
Tor1aip2,K4,K4,NM_001160180
Depdc1a,K4,K4,NM_029523
Gpsm2,K4,K4,NM_029522
Fam168b,K4,K4,NM_001160235
Kansl1,K4,K4,NM_001081045
Fam168b,K4,K4,NM_001160236
Coq10a,K4,K4,NM_001081040
Nkiras1,K4,K4,NM_023526
Cad,K4,K4,NM_023525
Tfpt,K4,K4,NM_023524
Ms4a10,K4,K4,NM_023529
Kmt2a,K4,K4,NM_001081049
Dmkn,K4,K4,NM_001166173
Dmkn,K4,K4,NM_001166174
Itpripl1,K4,K4,NM_001163528
Adam33,K4,K4,NM_001163529
Clhc1,K4,K4,NM_001163521
Itpripl1,K4,K4,NM_001163527
Tjap1,K4,K4,NM_028751
Pop7,K4,K4,NM_028753
Hvcn1,K4,K4,NM_028752
Mid1,K4,K4,NM_010797
Mgat1,K4,K4,NM_010794
Mgat3,K4,K4,NM_010795
Mettl1,K4,K4,NM_010792
Melk,K4,K4,NM_010790
Slc35a5,K4,K4,NM_028756
Mif,K4,K4,NM_010798
Minpp1,K4,K4,NM_010799
Mycl,K4,K4,NM_008506
Sh2b3,K4,K4,NM_008507
Gabpb1,K4,K4,NM_010249
Fv1,K4,K4,NM_010244
Fzd9,K4,K4,NM_010246
Xrcc6,K4,K4,NM_010247
Ftl1,K4,K4,NM_010240
Aktip,K4,K4,NM_010241
Fut9,K4,K4,NM_010243
Ddhd1,K4,K4,NM_176845
Ush1g,K4,K4,NM_176847
Exph5,K4,K4,NM_176846
Ccdc88a,K4,K4,NM_176841
Osbpl11,K4,K4,NM_176840
Ints5,K4,K4,NM_176843
Tprkb,K4,K4,NM_176842
Arglu1,K4,K4,NM_176849
Psmd9,K4,K4,NM_026000
Nt5c3,K4,K4,NM_026004
Ccdc47,K4,K4,NM_026009
Safb,K4,K4,NM_001163300
Usp33,K4,K4,NM_001076676
Polr3gl,K4,K4,NM_027241
Pa2g4,K4,K4,NM_011119
Pld3,K4,K4,NM_011116
Plaur,K4,K4,NM_011113
Papola,K4,K4,NM_011112
Pla2g5,K4,K4,NM_011110
Ndufa11,K4,K4,NM_027244
Rrp36,K4,K4,NM_144857
Slc22a7,K4,K4,NM_144856
Caln1,K4,,NM_181045
Slc7a4,K4,K4,NM_144852
Senp1,K4,K4,NM_144851
Atpaf1,K4,K4,NM_181040
Tigar,K4,K4,NM_177003
9130023H24Rik,K4,K4,NM_177001
Pja2,K4,K4,NM_144859
A130010J15Rik,K4,K4,NM_181048
Bex3,K4,K4,NM_009750
Glb1,K4,K4,NM_009752
Bicd1,K4,K4,NM_009753
Bcl2l11,K4,K4,NM_009754
Bmpr1a,K4,K4,NM_009758
Srr,K4,K4,NM_001163311
Cbx5,K4,K4,NM_007626
Cbx3,K4,K4,NM_007624
Cbx1,K4,K4,NM_007622
Cbr1,K4,K4,NM_007620
Cbr2,K4,,NM_007621
Cyp2d22,K4,K4,NM_019823
Mzf1,K4,K4,NM_145819
Ush1c,K4,K4,NM_023649
Dnaja3,K4,K4,NM_023646
Nipa2,K4,K4,NM_023647
Mccc1,K4,K4,NM_023644
Poglut2,K4,K4,NM_023645
Enoph1,K4,K4,NR_027990
Serac1,K4,K4,NM_001111017
Nav2,K4,K4,NM_001111016
Camk2a,K4,K4,NM_177407
Xpo1,K4,K4,NM_134014
Fbxw11,K4,K4,NM_134015
Mat2b,K4,K4,NM_134017
Nup107,K4,K4,NM_134010
Tbrg4,K4,K4,NM_134011
Mbtd1,K4,K4,NM_134012
Psme4,K4,K4,NM_134013
Scnm1,K4,K4,NM_027013
3300002I08Rik,K4,K4,NM_027017
Sec62,K4,K4,NM_027016
Rps27,K4,K4,NM_027015
Gins1,K4,K4,NM_027014
Mrps18a,K4,K4,NM_026768
Caly,K4,K4,NM_026769
Trir,K4,K4,NM_026760
Dpm3,K4,K4,NM_026767
Gstm4,K4,K4,NM_026764
Uckl1,K4,K4,NM_026765
Rbfox2,K4,K4,NM_001110829
Rbfox2,K4,K4,NM_001110828
Rbfox2,K4,K4,NM_001110827
Ddx6,K4,K4,NM_001110826
Foxp4,K4,K4,NM_001110825
Foxp4,K4,K4,NM_001110824
Map4k5,K4,K4,NM_201519
Usp33,K4,K4,NM_133247
Acot8,K4,K4,NM_133240
Rbm39,K4,K4,NM_133242
Glmn,K4,K4,NM_133248
Ppargc1b,K4,K4,NM_133249
Tmem80,K4,K4,NR_024509
Morn4,K4,K4,NM_198108
Ssh1,K4,K4,NM_198109
Fam120c,K4,K4,NM_198105
Med16,K4,K4,NM_198107
Tbkbp1,K4,K4,NM_198100
Gmip,K4,K4,NM_198101
Tra2a,K4,K4,NM_198102
Exoc8,K4,K4,NM_198103
Jmjd8,K4,K4,NM_028101
Ddhd2,K4,K4,NM_028102
Adck1,K4,K4,NM_028105
Zbed3,K4,K4,NM_028106
Naa50,K4,K4,NM_028108
Tpx2,K4,K4,NM_028109
Tomm22,K4,K4,NM_172609
Tmem184b,K4,K4,NM_172608
Tmem260,K4,K4,NM_172600
Naprt,K4,K4,NM_172607
March6,K4,K4,NM_172606
Ccdc9,K4,K4,NM_001136471
D430019H16Rik,K4,K4,NR_015481
Mir100hg,K4,K4,NR_015483
1700108F19Rik,K4,K4,NR_015485
D130017N08Rik,K4,K4,NR_015486
A930005H10Rik,K4,K4,NR_015487
2900041M22Rik,K4,K4,NR_015489
Zkscan4,K4,K4,NM_001039115
Acsbg2,K4,K4,NM_001039114
Rdh13,K4,K4,NM_175372
Mex3a,K4,K4,NM_001029890
Ate1,K4,K4,NM_001029895
Mtrf1l,K4,K4,NM_175374
Ankhd1,K4,K4,NM_175375
Llgl1,K4,K4,NM_001159404
Apoc1,K4,K4,NM_001110009
Camsap1,K4,K4,NM_001115076
H2-M5,K4,K4,NM_001115075
Cfap221,K4,K4,NM_001115074
E2f7,K4,K4,NM_178609
Nop16,K4,K4,NM_178605
Txnl4a,K4,K4,NM_178604
Rnf24,K4,K4,NM_178607
Reep3,K4,K4,NM_178606
Imp4,K4,K4,NM_178601
Vkorc1,K4,K4,NM_178600
Mrpl50,K4,K4,NM_178603
Polr2m,K4,K4,NM_178602
Supt16,K4,K4,NM_033618
Ccdc71l,K4,K4,NM_001162903
Tmem217,K4,K4,NM_001162902
Mdm1,K4,K4,NM_001162905
Mdm1,K4,K4,NM_001162904
Cplane1,K4,K4,NM_001162906
Sncb,K4,K4,NM_033610
Sesn1,K4,K4,NM_001162908
Cela1,K4,K4,NM_033612
Dxo,K4,K4,NM_033613
Adam33,K4,K4,NM_033615
Atp6v0b,K4,K4,NM_033617
Cyfip2,K4,K4,NM_133769
Asl,K4,K4,NM_133768
Cnot4,K4,K4,NM_001164411
Efr3a,K4,K4,NM_133766
Cnot4,K4,K4,NM_001164413
Cnot4,K4,K4,NM_001164412
Dnttip1,K4,K4,NM_133763
Ikbkg,K4,K4,NM_001161422
Sirt4,K4,K4,NM_133760
Rarg,K4,K4,NM_001042727
Hfe,K4,K4,NM_010424
Hexa,K4,K4,NM_010421
Hexb,K4,K4,NM_010422
4930539J05Rik,K4,K4,NR_030689
Spout1,K4,K4,NR_030685
Sync,K4,K4,NM_023485
Micos13,K4,K4,NM_153152
Slc25a1,K4,K4,NM_153150
Acat3,K4,K4,NM_153151
E130308A19Rik,K4,K4,NM_153158
Zc3h12a,K4,K4,NM_153159
Ypel5,K4,K4,NM_027166
Dact3,K4,K4,NM_001081655
Tex264,K4,K4,NM_001081654
Neurl1b,K4,K4,NM_001081656
Rab42,K4,K4,NM_001081651
Rgs3,K4,K4,NM_001081650
Nacad,K4,K4,NM_001081652
Coro1c,K4,K4,NM_011779
Coro1b,K4,K4,NM_011778
Zyx,K4,K4,NM_011777
Zp3,K4,K4,NM_011776
Ikzf4,K4,K4,NM_011772
Ikzf2,K4,K4,NM_011770
Ldb2,K4,K4,NM_001077398
Apba3,K4,K4,NM_018758
Zfp326,K4,K4,NM_018759
Ywhab,K4,K4,NM_018753
Nme6,K4,K4,NM_018757
Sfn,K4,K4,NM_018754
Cpq,K4,K4,NM_018755
D3Ertd751e,K4,K4,NM_001099785
Arrdc2,K4,K4,NM_027560
AU022751,K4,K4,NM_001033211
Spag9,K4,K4,NM_027569
Eya2,K4,,NM_010165
Eya3,K4,K4,NM_010166
Agpat2,K4,K4,NM_026212
Ttc33,K4,K4,NM_026213
Tvp23b,K4,K4,NM_026210
Tmed9,K4,K4,NM_026211
Atg12,K4,K4,NM_026217
Kctd4,K4,K4,NM_026214
Fgfr1op2,K4,K4,NM_026218
Uqcrb,K4,K4,NM_026219
Mir187,K4,K4,NR_029573
Nop56,K4,K4,NM_024193
Nip7,K4,K4,NM_001164472
Mcmdc2,K4,K4,NM_177722
Thnsl2,K4,K4,NM_001033929
Ranbp6,K4,K4,NM_177721
Cnih4,K4,K4,NM_030131
A330040F15Rik,K4,K4,NR_015503
2410018L13Rik,K4,K4,NR_015504
4833418N02Rik,K4,K4,NR_015506
Jpx,K4,K4,NR_015508
Gm12789,K4,K4,NM_001085520
Slc2a7,K4,K4,NM_001085529
Gm13271,K4,,NM_001085528
Usp7,K4,K4,NM_001003918
Ddx11,K4,K4,NM_001003919
Zc4h2,K4,K4,NM_001003916
Atg9a,K4,K4,NM_001003917
Ttc41,K4,K4,NM_001003910
Mars,K4,K4,NM_001003913
Mrgprf,K4,K4,NM_145379
Mios,K4,K4,NM_145374
Trim41,K4,K4,NM_145377
Lpcat1,K4,K4,NM_145376
Eif2b1,K4,K4,NM_145371
Gps1,K4,K4,NM_145370
Ldha,K4,K4,NM_001136069
Eno3,K4,K4,NM_001136062
Ednrb,K4,K4,NM_001136061
Dpp6,K4,K4,NM_001136060
Hmox2,K4,K4,NM_001136066
